dataset,split,source_example_id,source_image_id,physical_image_path,image_hash,manifest_row_id,factor,variant,pool_id,numeric_tail,carrier
gqa,audit,attr_000081:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000081_irrelevant.png,0bf5431ca1205784d4f7441bc3a8ade1496fa89d13c86ab59ec49fc6aa3c4f01,attr_000081:irrelevant,attribute,irrelevant,,000081,gqa
gqa,audit,attr_000082:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000082_base.png,c52493ab3b2ac3d56f612c21c40c828c06e67e68778799cbfd62dbb8591e17fe,attr_000082:base,attribute,base,,000082,gqa
gqa,audit,attr_000082:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000082_relevant.png,2386d3e27fbdb1bed50d6d4aab7c560c22705946a3320543678edd162d67ad9a,attr_000082:relevant,attribute,relevant,,000082,gqa
gqa,audit,attr_000082:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000082_irrelevant.png,23433a88792cd1d5f1ac9b1677ee90feb82f163a14bfa50d934b8c36c34faecf,attr_000082:irrelevant,attribute,irrelevant,,000082,gqa
gqa,audit,attr_000083:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000083_base.png,f400ad1107f8073132d37c69698121a23a99dae0cf542d59d0e4c5b2eb70e085,attr_000083:base,attribute,base,,000083,gqa
gqa,audit,attr_000083:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000083_relevant.png,13fb234b15649b8293bb1aa948d3b5c408915cbdda79588d40e898d1969fc501,attr_000083:relevant,attribute,relevant,,000083,gqa
gqa,audit,attr_000083:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000083_irrelevant.png,14c3d7f05c6dbaec465ae5f4913b42bfebb6aaa174c8cfe5a4db48c318bf8bb9,attr_000083:irrelevant,attribute,irrelevant,,000083,gqa
gqa,audit,attr_000084:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000084_base.png,489d9173a22f0ba02543e9fc4dcc466174d68e0c45429952c39162237cacccd9,attr_000084:base,attribute,base,,000084,gqa
gqa,audit,attr_000084:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000084_relevant.png,b50edd8fbd4b48a3190ccf11f2b2121c57a8d65e1c97dab4cd7c070bbbb9a5ae,attr_000084:relevant,attribute,relevant,,000084,gqa
gqa,audit,attr_000084:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000084_irrelevant.png,893954f933736c568a48b4d9bcf0705279a00f44e006a1c9f45c2c984515aeb3,attr_000084:irrelevant,attribute,irrelevant,,000084,gqa
gqa,audit,attr_000085:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000085_base.png,164df9b8df96ee0ede53883a9cf78109bc11bde8b00f96e9f29902529f5bcf73,attr_000085:base,attribute,base,,000085,gqa
gqa,audit,attr_000085:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000085_relevant.png,bd0a857f703a4181349fcc6bc3473df8d7bda206d75de294a8e8c0feb95db633,attr_000085:relevant,attribute,relevant,,000085,gqa
gqa,audit,attr_000085:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000085_irrelevant.png,6f1b5e89be598c036ade9718ace6e721824984d65651d453e563a6073b168256,attr_000085:irrelevant,attribute,irrelevant,,000085,gqa
gqa,audit,attr_000086:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000086_base.png,bb9616c7df1de94d0afe0e143205bf6b0677360292b05c03e326f9520a1ed5dc,attr_000086:base,attribute,base,,000086,gqa
gqa,audit,attr_000086:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000086_relevant.png,bf781d659aa62843f92287c0b3f176ff0440031a100d737c901427b027b6f59e,attr_000086:relevant,attribute,relevant,,000086,gqa
gqa,audit,attr_000086:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000086_irrelevant.png,d64b31a88b500ff7da6d726e3022ea51addd1c335d01b5c15371307b3c2cfb41,attr_000086:irrelevant,attribute,irrelevant,,000086,gqa
gqa,audit,attr_000087:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000087_base.png,091a91975ebe5fd293b73719f091f9d5840d673540f1bbd010f3561f239a3970,attr_000087:base,attribute,base,,000087,gqa
gqa,audit,attr_000087:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000087_relevant.png,5ba047489c633e93383d9f8bd3f6b81ec53c064b97fb8229170e2eed70d3d061,attr_000087:relevant,attribute,relevant,,000087,gqa
gqa,audit,attr_000087:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000087_irrelevant.png,22a8ed6ea321ea21ab12e364124f1f9652eff0218068aea82edac2fe0a0c5ae1,attr_000087:irrelevant,attribute,irrelevant,,000087,gqa
gqa,audit,attr_000088:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000088_base.png,6391f11ceb1c7bef453f572c0cb1c785d1e26d274b7b604e0c619a70e4d2abdd,attr_000088:base,attribute,base,,000088,gqa
gqa,audit,attr_000088:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000088_relevant.png,e4fe8d62d03d0303047715bfc6bf79fa0c443f647c4c286d36ac9bf33841c6e6,attr_000088:relevant,attribute,relevant,,000088,gqa
gqa,audit,attr_000088:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000088_irrelevant.png,4d1b849f64382a508a7d0379a7005b30bff10f7972745938d71a1c503e2c8c95,attr_000088:irrelevant,attribute,irrelevant,,000088,gqa
gqa,audit,attr_000089:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000089_base.png,448dfc61cc6f7728d0b84abeaa394a7039e077a546daacf418ca70b230c8aa33,attr_000089:base,attribute,base,,000089,gqa
gqa,audit,attr_000089:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000089_relevant.png,58c2051d049e2bc74c14279a2f637dc356a7c6af018fb0831b5510e13034f792,attr_000089:relevant,attribute,relevant,,000089,gqa
gqa,audit,attr_000089:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000089_irrelevant.png,3d0628538384e5ae6ab0ad3077ebdc1195a0ba42d05222dacac58b7698523f55,attr_000089:irrelevant,attribute,irrelevant,,000089,gqa
gqa,audit,attr_000090:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000090_base.png,2ba30c777a874e431b16fe5a20235a8ad12543a4d602918b2c9d0b34953e9ea4,attr_000090:base,attribute,base,,000090,gqa
gqa,audit,attr_000090:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000090_relevant.png,69f4c236d1627cae11e93535cfaef735d8254af544d97da505aca90d3a0f320b,attr_000090:relevant,attribute,relevant,,000090,gqa
gqa,audit,attr_000090:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000090_irrelevant.png,104205bf8f0daa5bc7d988b8a3a32d8f58d7cb2cb5397b29cbbafd3927578ada,attr_000090:irrelevant,attribute,irrelevant,,000090,gqa
gqa,audit,attr_000091:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000091_base.png,f100864e3e990d21f63a4f4c3b079c996bce8b56916061fc3e4f7c1914aae8f7,attr_000091:base,attribute,base,,000091,gqa
gqa,audit,attr_000091:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000091_relevant.png,99c711d750b35c6a1c9ceace4e90c43b1e6b95b9634483dcd5c40022e9a0a35e,attr_000091:relevant,attribute,relevant,,000091,gqa
gqa,audit,attr_000091:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000091_irrelevant.png,814bada2fd6797b54f880384cda45587368a4b170fe8474820c730caef7f04a5,attr_000091:irrelevant,attribute,irrelevant,,000091,gqa
gqa,audit,attr_000092:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000092_base.png,559f1e72fb1fbf2cc2b57e05cf907ef70503ab975ca5cfa1213a3b9805d50230,attr_000092:base,attribute,base,,000092,gqa
gqa,audit,attr_000092:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000092_relevant.png,52ad8694403541d49e6cd991449db6b4ca1a065cb504bcae934adbee1efbbacd,attr_000092:relevant,attribute,relevant,,000092,gqa
gqa,audit,attr_000092:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000092_irrelevant.png,48e651e947f1a22d2fba40060733d162b82fdcd64164da344643afb02c51c228,attr_000092:irrelevant,attribute,irrelevant,,000092,gqa
gqa,audit,attr_000093:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000093_base.png,12173d0dbf2a2a8669344f674eac90a06e6beceee2447203efa84cdbc99a5eed,attr_000093:base,attribute,base,,000093,gqa
gqa,audit,attr_000093:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000093_relevant.png,ed57b3772284ec7ec812e9e88f602001b73b9754f2e1b9ccde606754ccb187b5,attr_000093:relevant,attribute,relevant,,000093,gqa
gqa,audit,attr_000093:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000093_irrelevant.png,8e0261b336d7c3b09a968def8bc1fc9912551e03d8dc83de5ff8552f9259d27b,attr_000093:irrelevant,attribute,irrelevant,,000093,gqa
gqa,audit,attr_000094:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000094_base.png,0a8534690d1fc46654303d7adcfd21ab6a09352dba3edc20c6699e1a4aec5cc3,attr_000094:base,attribute,base,,000094,gqa
gqa,audit,attr_000094:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000094_relevant.png,354610cf06ca66fcd8abc2bbf394360158a69a57c26ecf2f9e5396bab8e19108,attr_000094:relevant,attribute,relevant,,000094,gqa
gqa,audit,attr_000094:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000094_irrelevant.png,4d52d7294223b546bb324833c8c8202235bdbc544fd78c60d3614f2776f8c111,attr_000094:irrelevant,attribute,irrelevant,,000094,gqa
gqa,audit,attr_000095:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000095_base.png,41ff4a4fc38333b6864ee217639ac507fe6dd1122a9573f2d07a039835ef60a0,attr_000095:base,attribute,base,,000095,gqa
gqa,audit,attr_000095:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000095_relevant.png,422029b1af0ab8de81842debed2cb385864b8596c442a82d4dde988bb7851ddf,attr_000095:relevant,attribute,relevant,,000095,gqa
gqa,audit,attr_000095:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000095_irrelevant.png,2f21f53262cac1cfb901cff4196d2f532a208ce852612ff98e891753fb743f9d,attr_000095:irrelevant,attribute,irrelevant,,000095,gqa
gqa,audit,attr_000096:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000096_base.png,bb9dabae40929171cdd86868d510480b78cfa38453e4a45e331d24486527b8ef,attr_000096:base,attribute,base,,000096,gqa
gqa,audit,attr_000096:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000096_relevant.png,1a99118c0ea64cf9282eae0302f8bb979e6eef5f8d5363774efa39aaed4cd95b,attr_000096:relevant,attribute,relevant,,000096,gqa
gqa,audit,attr_000096:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000096_irrelevant.png,0503c0211faaa9f6c096d828a06876081304d76d1801628dfef07d68127267e6,attr_000096:irrelevant,attribute,irrelevant,,000096,gqa
gqa,audit,attr_000097:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000097_base.png,d993582e3f8c7e35ced5546d13f2e8c5f8542c4c7596c35af1194aa567b96f30,attr_000097:base,attribute,base,,000097,gqa
gqa,audit,attr_000097:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000097_relevant.png,7f1adff4fbe29ed5a7f1aabf8aa49cc3f2e7146ac4838d716451a53f175276f5,attr_000097:relevant,attribute,relevant,,000097,gqa
gqa,audit,attr_000097:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000097_irrelevant.png,0bafd8ecfb837be206aeb8ef23ae1555401cfc9f561cea6ef0982b5ffdb78947,attr_000097:irrelevant,attribute,irrelevant,,000097,gqa
gqa,audit,attr_000098:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000098_base.png,b922d07788f163a33e4e8091d1a4b87c3e3ddfc83ecb271dbf927f98b79034b6,attr_000098:base,attribute,base,,000098,gqa
gqa,audit,attr_000098:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000098_relevant.png,a2b977041f99b2a26f51ca83c682a5dfa547dfc6ed0ffaee65995093f7eda657,attr_000098:relevant,attribute,relevant,,000098,gqa
gqa,audit,attr_000098:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000098_irrelevant.png,2971c7ecc81a9c36fa36d257cd6c22bc2bb66378db0aae5297b238529c01d3f2,attr_000098:irrelevant,attribute,irrelevant,,000098,gqa
gqa,audit,attr_000099:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000099_base.png,66e678a7c7f886b14c7c94838d81b3779b97d5ff1ca8d7a16b79af32b0c02d2e,attr_000099:base,attribute,base,,000099,gqa
gqa,audit,attr_000099:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000099_relevant.png,964063fa1bddff86da066ec914855359284a4b43ff18a88aff66752346df28f6,attr_000099:relevant,attribute,relevant,,000099,gqa
gqa,audit,attr_000099:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000099_irrelevant.png,d3e67bcc7307d2aa3bcaa52dfc20f1e5bd90e787b38af1cd7e5861ddf16ebf2c,attr_000099:irrelevant,attribute,irrelevant,,000099,gqa
gqa,audit,attr_000101:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000101_base.png,4e8b43fa5bee296590f04cb82f45fdde83617aed21488480b5d803ccbb559c9e,attr_000101:base,attribute,base,,000101,gqa
gqa,audit,attr_000101:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000101_relevant.png,96e22c03acf005c7db43c0fdf24f2d72e9543f2a42a8b914328017c95be4b0ae,attr_000101:relevant,attribute,relevant,,000101,gqa
gqa,audit,attr_000101:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000101_irrelevant.png,0f355445dfbde547a9db692f696fa112d2933e3d088640188111e46ccaab422c,attr_000101:irrelevant,attribute,irrelevant,,000101,gqa
gqa,audit,attr_000102:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000102_base.png,fcbeb117fe925eeb08fd6ec71300d4fa848632fe3cba464a3dc72b6d7ad5b9bb,attr_000102:base,attribute,base,,000102,gqa
gqa,audit,attr_000102:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000102_relevant.png,707bf2d796c53b384031104680ff299f7f5a6b435068667801e9203daea718c0,attr_000102:relevant,attribute,relevant,,000102,gqa
gqa,audit,attr_000102:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000102_irrelevant.png,c3c7f873c6bc29a67243ec41d1adee65ca3ee640c081a1f4df0da4330ac744e2,attr_000102:irrelevant,attribute,irrelevant,,000102,gqa
gqa,audit,attr_000103:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000103_base.png,db24c5cda34d9b1ec172a49beff39db8fbd6b82d8f7d9772f9f92c5c4e2f1356,attr_000103:base,attribute,base,,000103,gqa
gqa,audit,attr_000103:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000103_relevant.png,3c97aaddf560803beffa0e5ef8aea06625f037417f8e980ce6fb87e07541a51b,attr_000103:relevant,attribute,relevant,,000103,gqa
gqa,audit,attr_000103:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000103_irrelevant.png,ac86705efbe5ccffcdf6f0ee9943573c5e209d187c3724109f94540d56393b5c,attr_000103:irrelevant,attribute,irrelevant,,000103,gqa
gqa,audit,attr_000104:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000104_base.png,097c08bf822a05fc1f0d7548e7cc62e22121c2edc28b35f65679a20221d8acaf,attr_000104:base,attribute,base,,000104,gqa
gqa,audit,attr_000104:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000104_relevant.png,a26bbbb89d720dd9295054c264f952fb015a93968e9747aaee1e120a62a11dbd,attr_000104:relevant,attribute,relevant,,000104,gqa
gqa,audit,attr_000104:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000104_irrelevant.png,5e578fbd3e78188c3a34e3072c4185c8cbe13572655c4b4e730ed12236994946,attr_000104:irrelevant,attribute,irrelevant,,000104,gqa
gqa,audit,attr_000105:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000105_base.png,442611b56138a487c4faa1cec47316f20e795e08a4080f3cc07a7575bebd9c32,attr_000105:base,attribute,base,,000105,gqa
gqa,audit,attr_000105:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000105_relevant.png,9ce9bf6c5ff6af459cc25e479eaeb4ea6be893fc6602dd3aa07f6157c45c2312,attr_000105:relevant,attribute,relevant,,000105,gqa
gqa,audit,attr_000105:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000105_irrelevant.png,f5c0c935f4eaa319cf6ebd6b267a8d7cc29acc138eb19503678ef83f10024b7d,attr_000105:irrelevant,attribute,irrelevant,,000105,gqa
gqa,audit,attr_000106:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000106_base.png,db49e4b871ef598baed527c7c5f7aa00cabecb2ef74fb7b1197c04c09a364ad0,attr_000106:base,attribute,base,,000106,gqa
gqa,audit,attr_000106:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000106_relevant.png,0cb98a6c9669e31f5a865b3c2ab8ff433a9c289bb6a0bd1bd8f5988d4f0decd7,attr_000106:relevant,attribute,relevant,,000106,gqa
gqa,audit,attr_000106:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000106_irrelevant.png,a5915a530963166e22f26c95fc60b11d0902c5bcc77390d3de08569067d5d716,attr_000106:irrelevant,attribute,irrelevant,,000106,gqa
gqa,audit,attr_000107:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000107_base.png,81aa5804af0a34277ec180c414aa52a29fe3000504b91c1dc95dd02e557a6697,attr_000107:base,attribute,base,,000107,gqa
gqa,audit,attr_000107:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000107_relevant.png,71575fcf782cf166ba2f58cca4c23d640daafddd1c3ae528cd378c5ffb083f54,attr_000107:relevant,attribute,relevant,,000107,gqa
gqa,audit,attr_000107:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000107_irrelevant.png,6b0e53f574ee183bc7e0a0a67f9838b4287abefbb3719cd3850bd5715308c453,attr_000107:irrelevant,attribute,irrelevant,,000107,gqa
gqa,audit,attr_000108:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000108_base.png,f7bf36650ed5d0fe7d48d0fdf1243f672ec401a8ca36279e4c3deac2f824321d,attr_000108:base,attribute,base,,000108,gqa
gqa,audit,attr_000108:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000108_relevant.png,d0ec205e91160aca151cdf0152e052ca22225cdaacb74720a612c5267f57e131,attr_000108:relevant,attribute,relevant,,000108,gqa
gqa,audit,attr_000108:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000108_irrelevant.png,317bcc9e332f032e51900acc5771109a2b657c8e02d433a265a47fdd5d1dd683,attr_000108:irrelevant,attribute,irrelevant,,000108,gqa
gqa,audit,attr_000109:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000109_base.png,3b0c279a186cce1fc96463cd64570b68c9600a788014603dcf8662f5a9dade8b,attr_000109:base,attribute,base,,000109,gqa
gqa,audit,attr_000109:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000109_relevant.png,115e180ff930c02b243d0abf8b5c72cdcefbcc7745ea759cc31794d76d3ce085,attr_000109:relevant,attribute,relevant,,000109,gqa
gqa,audit,attr_000109:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000109_irrelevant.png,8108199044d6a781386fde4c888e2a01f8b9bb3f78477ff8981228b26341c5c3,attr_000109:irrelevant,attribute,irrelevant,,000109,gqa
gqa,audit,attr_000110:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000110_base.png,098b707845707ae9f68d1f49cdae36b78c26183ef8f3ec4d488e711dc0162e16,attr_000110:base,attribute,base,,000110,gqa
gqa,audit,attr_000110:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000110_relevant.png,1868cd0e816c79acd0fd5f65d238d9d9d86998c57d645862b09e463706cab495,attr_000110:relevant,attribute,relevant,,000110,gqa
gqa,audit,attr_000110:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000110_irrelevant.png,59ce743677e3b5b1ace9251d3321f9d4148bae25ddb420f3ccd8bb95d9d0fcb7,attr_000110:irrelevant,attribute,irrelevant,,000110,gqa
gqa,audit,attr_000111:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000111_base.png,ff4566b45fde73fa4e6f330df6756afd5694361d2c71a43d3ec871e04427bdb7,attr_000111:base,attribute,base,,000111,gqa
gqa,audit,attr_000111:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000111_relevant.png,3e2096f5b8d08c786d9589eb3bc6480c06d66a267efd8bb501f45f0796276bfb,attr_000111:relevant,attribute,relevant,,000111,gqa
gqa,audit,attr_000111:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000111_irrelevant.png,b377629fec14a55caa6488af6d04bb7001b74ceb9cd957e8c360b387b7b97484,attr_000111:irrelevant,attribute,irrelevant,,000111,gqa
gqa,audit,attr_000112:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000112_base.png,82af74d17333d0c14b8a07d7211c17d344988b3b477380457669f031696c3923,attr_000112:base,attribute,base,,000112,gqa
gqa,audit,attr_000112:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000112_relevant.png,6601a8dbce7b8896f9e24b6fc832fb2f42bbde84186a7c4aad0bb0a05813f791,attr_000112:relevant,attribute,relevant,,000112,gqa
gqa,audit,attr_000112:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000112_irrelevant.png,26aec9dec7fbc39dba716f0d3e08f711a3cbe2784305d58bdedff846cbfb0d8b,attr_000112:irrelevant,attribute,irrelevant,,000112,gqa
gqa,audit,attr_000113:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000113_base.png,094e1f62a87f3966e3776d154a198e4fb3c10602d0ae0f815ed868443a0f98f2,attr_000113:base,attribute,base,,000113,gqa
gqa,audit,attr_000113:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000113_relevant.png,0a6939a40aea64ebc437acd9725146dbe298d4616d27348a0fc59c964b34ee42,attr_000113:relevant,attribute,relevant,,000113,gqa
gqa,audit,attr_000113:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000113_irrelevant.png,27db1fd55601e436677b8f49b2baf37599d0c15fdf8a4a7f4c452dadf4cb8227,attr_000113:irrelevant,attribute,irrelevant,,000113,gqa
gqa,audit,attr_000114:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000114_base.png,be54df9db4b77b4ded94e26937c25ee6464e2cc4c6113baa4f7fbc3d74b62bba,attr_000114:base,attribute,base,,000114,gqa
gqa,audit,attr_000114:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000114_relevant.png,5c7d5d3afea94754b779df32b9ef7eccbb3fdc42557a07c0e87abf95c089528e,attr_000114:relevant,attribute,relevant,,000114,gqa
gqa,audit,attr_000114:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000114_irrelevant.png,4fc18f86d9a30aa02b1a6bfc862ad237b205cf0f3b610e9c5aa087e0b2e5eeac,attr_000114:irrelevant,attribute,irrelevant,,000114,gqa
gqa,audit,attr_000115:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000115_base.png,883bf1ade555e1fd47d9ec56c6eafd8cb847890cde963a9d37bb355d4a87a9f8,attr_000115:base,attribute,base,,000115,gqa
gqa,audit,attr_000115:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000115_relevant.png,4896ec7d34fd7a07c140e5ce2228c39492e58b5f05a904a9669dd93d0cd5ec97,attr_000115:relevant,attribute,relevant,,000115,gqa
gqa,audit,attr_000115:irrelevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000115_irrelevant.png,3ce2a3e1487b7709c47516af3c4e06d8acb991827e247bb79464fdd32acdb59e,attr_000115:irrelevant,attribute,irrelevant,,000115,gqa
gqa,audit,attr_000116:base,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000116_base.png,61299c9b4fd7d9fdec942c0725e05fe6062456a94053086f48b40edcf30ebf52,attr_000116:base,attribute,base,,000116,gqa
gqa,audit,attr_000116:relevant,,/root/autodl-tmp/RewardLens/code/images/outputs/attribute_scale_v1/images/attr_000116_relevant.png,0beeb3ef4fd317300167acc1d75b69e33dc298ad5052d722fe73817fda411b74,attr_000116:relevant,attribute,relevant,,000116,gqa
